Country_Name,Regional_Indicator,Ladder_Score,Standard_Error_Of_Ladder_Score,upperwhisker,lowerwhisker,Logged_GDP_per_capita,Social_Support,Healthy_Life_Expectancy,Freedom,Generosity,Corruption,Ladder_Score_In_Dystopia,Explained by: Log GDP per capita,Explained by: Social support,Explained by: Healthy life expectancy,Explained by: Freedom to make life choices,Explained by: Generosity,Explained by: Perceptions of corruption,Dystopia + residual,Year
Australia,Australia and New Zealand,7.183,0.041,7.265,7.102,10.796,0.94,73.9,0.914,0.159,0.442,2.43,1.453,1.076,0.801,0.647,0.291,0.317,2.598,2021
Australia,Australia and New Zealand,7.222799778,0.041841116,7.30480814,7.140791416,10.72059631,0.944854617,73.60453796,0.915431738,0.19046016,0.41516912,1.972316742,1.310396433,1.477146268,1.022607684,0.621877193,0.324973613,0.335996419,2.129804134,2020
Australia,Australia and New Zealand,7.228,,,,1.372,1.548,1.036,0.557,0.332,0.29,,,,,,,,,2019
Australia,Australia and New Zealand,7.272,,,,1.34,1.573,0.91,0.647,0.361,0.302,,,,,,,,,2018
Australia,Australia and New Zealand,7.28399992,,,,1.484414935,,0.843886793,0.601607382,0.47769925,0.30118373,,,,,,,,2.065210819,2017
Australia,Australia and New Zealand,7.313,,7.385,7.241,1.44443,,0.8512,0.56837,0.47407,0.32331,,,,,,,,2.5465,2016
Australia,Australia and New Zealand,7.284,0.04083,,,1.33358,,0.93156,0.65124,0.43562,0.35637,,,,,,,,2.26646,2015
New Zealand,Australia and New Zealand,7.277,0.04,7.355,7.198,10.643,0.948,73.4,0.929,0.134,0.242,2.43,1.4,1.094,0.785,0.665,0.276,0.445,2.612,2021
New Zealand,Australia and New Zealand,7.299600124,0.039465468,7.376952648,7.222247601,10.50094318,0.949118972,73.20262909,0.936217487,0.191598073,0.22113885,1.972316742,1.242317915,1.48721838,1.008138299,0.646789908,0.325726211,0.461268276,2.128108025,2020
New Zealand,Australia and New Zealand,7.307,,,,1.303,1.557,1.026,0.585,0.33,0.38,,,,,,,,,2019
New Zealand,Australia and New Zealand,7.324,,,,1.268,1.601,0.876,0.669,0.365,0.389,,,,,,,,,2018
New Zealand,Australia and New Zealand,7.31400013,,,,1.405706048,,0.816759706,0.61406213,0.500005126,0.382816702,,,,,,,,2.046456337,2017
New Zealand,Australia and New Zealand,7.334,,7.404,7.264,1.36066,,0.83096,0.58147,0.49401,0.41904,,,,,,,,2.47553,2016
New Zealand,Australia and New Zealand,7.286,0.03371,,,1.25018,,0.90837,0.63938,0.47501,0.42922,,,,,,,,2.26425,2015
Albania,Central and Eastern Europe,5.117,0.059,5.234,5.001,9.52,0.697,68.999,0.785,-0.03,0.901,2.43,1.008,0.529,0.646,0.491,0.168,0.024,2.25,2021
Albania,Central and Eastern Europe,4.882699966,0.056115732,4.992686749,4.772713184,9.417930603,0.671070457,68.70813751,0.781994224,-0.042309489,0.896303713,1.972316742,0.906653047,0.830483913,0.846329629,0.461945891,0.171027765,0.025361285,1.640897036,2020
Albania,Central and Eastern Europe,4.719,,,,0.947,0.848,0.874,0.491,0.178,0.027,,,,,,,,,2019
Albania,Central and Eastern Europe,4.586,,,,0.916,0.817,0.79,0.419,0.149,0.032,,,,,,,,,2018
Albania,Central and Eastern Europe,4.644000053,,,,0.996192753,,0.731159747,0.381498635,0.201312944,0.039864216,,,,,,,,1.490441561,2017
Albania,Central and Eastern Europe,4.655,,4.764,4.546,0.9553,,0.73007,0.31866,0.1684,0.05301,,,,,,,,1.92816,2016
Albania,Central and Eastern Europe,4.959,0.05013,,,0.87867,,0.81325,0.35733,0.14272,0.06413,,,,,,,,1.89894,2015
Bosnia and Herzegovina,Central and Eastern Europe,5.813,0.05,5.911,5.715,9.59,0.87,68.098,0.706,0.113,0.931,2.43,1.032,0.919,0.618,0.395,0.261,0.005,2.583,2021
Bosnia and Herzegovina,Central and Eastern Europe,5.674099922,0.046385963,5.765016556,5.583183289,9.455817223,0.829204142,67.80813599,0.651352704,0.098274559,0.933769107,1.972316742,0.91839546,1.203986526,0.813928187,0.305365741,0.264005244,0.001172487,2.16724205,2020
Bosnia and Herzegovina,Central and Eastern Europe,5.386,,,,0.945,1.212,0.845,0.212,0.263,0.006,,,,,,,,,2019
Bosnia and Herzegovina,Central and Eastern Europe,5.129,,,,0.915,1.078,0.758,0.28,0.216,0,,,,,,,,,2018
Bosnia and Herzegovina,Central and Eastern Europe,5.18200016,,,,0.982409418,,0.705186307,0.204403177,0.328867495,0,,,,,,,,1.892172575,2017
Bosnia and Herzegovina,Central and Eastern Europe,5.163,,5.263,5.063,0.93383,,0.70766,0.09511,0.29889,0,,,,,,,,2.48406,2016
Bosnia and Herzegovina,Central and Eastern Europe,4.949,0.06913,,,0.83223,,0.79081,0.09245,0.24808,0.00227,,,,,,,,2.06367,2015
Bulgaria,Central and Eastern Europe,5.266,0.054,5.371,5.16,10.016,0.931,67,0.788,-0.096,0.932,2.43,1.181,1.055,0.583,0.494,0.125,0.005,1.823,2021
Bulgaria,Central and Eastern Europe,5.101500034,0.04422117,5.188173294,5.014826775,9.869318962,0.937840343,66.80397797,0.745178163,-0.143908441,0.935585141,1.972316742,1.046554685,1.460578918,0.777776897,0.417820066,0.103833713,0,1.294961452,2020
Bulgaria,Central and Eastern Europe,5.011,,,,1.092,1.513,0.815,0.491,0.081,0.004,,,,,,,,,2019
Bulgaria,Central and Eastern Europe,4.933,,,,1.054,1.515,0.712,0.359,0.064,0.009,,,,,,,,,2018
Bulgaria,Central and Eastern Europe,4.714000225,,,,1.161459088,,0.70821768,0.289231718,0.113177694,0.011051531,,,,,,,,0.996139288,2017
Bulgaria,Central and Eastern Europe,4.217,,4.33,4.104,1.11306,,0.67806,0.21219,0.12793,0.00615,,,,,,,,1.15377,2016
Bulgaria,Central and Eastern Europe,4.218,0.04828,,,1.01216,,0.76649,0.30587,0.11921,0.00872,,,,,,,,0.89991,2015
Croatia,Central and Eastern Europe,5.882,0.048,5.975,5.788,10.217,0.924,70.799,0.754,-0.118,0.939,2.43,1.251,1.039,0.703,0.453,0.111,0,2.325,2021
Croatia,Central and Eastern Europe,5.504700184,0.037783645,5.578756332,5.430644035,10.07087517,0.874623716,70.21490479,0.714838803,-0.128538325,0.916495264,1.972316742,1.109024286,1.311264873,0.900575578,0.381456882,0.113998979,0.012325006,1.676029205,2020
Croatia,Central and Eastern Europe,5.432,,,,1.155,1.266,0.914,0.296,0.119,0.022,,,,,,,,,2019
Croatia,Central and Eastern Europe,5.321,,,,1.115,1.161,0.737,0.38,0.12,0.039,,,,,,,,,2018
Croatia,Central and Eastern Europe,5.293000221,,,,1.222556233,,0.701288521,0.255772293,0.248002976,0.04310311,,,,,,,,1.854492426,2017
Croatia,Central and Eastern Europe,5.488,,5.574,5.402,1.18649,,0.70524,0.23907,0.18434,0.04002,,,,,,,,2.52462,2016
Croatia,Central and Eastern Europe,5.759,0.04394,,,1.08254,,0.78805,0.25883,0.05444,0.0243,,,,,,,,2.75414,2015
Czech Republic,Central and Eastern Europe,6.965,0.049,7.062,6.868,10.556,0.947,70.807,0.858,-0.208,0.868,2.43,1.37,1.09,0.703,0.58,0.052,0.046,3.124,2021
Czech Republic,Central and Eastern Europe,6.910900116,0.042891297,6.994966984,6.826833248,10.40416336,0.914430678,70.04793549,0.818537354,-0.230861515,0.85844624,1.972316742,1.212322354,1.40528667,0.89456445,0.505744576,0.046325929,0.049803223,2.796808243,2020
Czech Republic,Central and Eastern Europe,6.852,,,,1.269,1.487,0.92,0.457,0.046,0.036,,,,,,,,,2019
Czech Republic,Central and Eastern Europe,6.711,,,,1.233,1.489,0.854,0.543,0.064,0.034,,,,,,,,,2018
Czech Republic,Central and Eastern Europe,6.609000206,,,,1.352682352,,0.754444003,0.490946174,0.088106759,0.036872927,,,,,,,,2.451861858,2017
Czech Republic,Central and Eastern Europe,6.596,,6.677,6.515,1.30915,,0.76376,0.41418,0.09929,0.03986,,,,,,,,2.96211,2016
Czech Republic,Central and Eastern Europe,6.505,0.04168,,,1.17898,,0.84483,0.46364,0.10686,0.02652,,,,,,,,2.67782,2015
Estonia,Central and Eastern Europe,6.189,0.038,6.263,6.115,10.481,0.941,68.8,0.909,-0.106,0.527,2.43,1.344,1.079,0.64,0.641,0.119,0.263,2.103,2021
Estonia,Central and Eastern Europe,6.021800041,0.035985194,6.092330933,5.95126915,10.34001732,0.934729993,68.60495758,0.87770915,-0.111697771,0.623073816,1.972316742,1.192441225,1.453232527,0.842615008,0.576664805,0.125136748,0.201766819,1.629928112,2020
Estonia,Central and Eastern Europe,5.893,,,,1.237,1.528,0.874,0.495,0.103,0.161,,,,,,,,,2019
Estonia,Central and Eastern Europe,5.739,,,,1.2,1.532,0.737,0.553,0.086,0.174,,,,,,,,,2018
Estonia,Central and Eastern Europe,5.611000061,,,,1.32087934,,0.695168316,0.47913143,0.098890811,0.183248922,,,,,,,,1.357508659,2017
Estonia,Central and Eastern Europe,5.517,,5.597,5.437,1.27964,,0.68098,0.41511,0.08423,0.18519,,,,,,,,1.81985,2016
Estonia,Central and Eastern Europe,5.429,0.04013,,,1.15174,,0.77361,0.44888,0.0868,0.15184,,,,,,,,1.58782,2015
Hungary,Central and Eastern Europe,5.992,0.047,6.085,5.899,10.358,0.943,68,0.755,-0.186,0.876,2.43,1.301,1.083,0.615,0.454,0.067,0.04,2.432,2021
Hungary,Central and Eastern Europe,6.000400066,0.039473221,6.077767372,5.923032761,10.24924374,0.921934128,67.60997009,0.718964577,-0.194323018,0.892916501,1.972316742,1.164307117,1.423009396,0.806793869,0.386401802,0.070491239,0.027548173,2.121845722,2020
Hungary,Central and Eastern Europe,5.758,,,,1.201,1.41,0.828,0.199,0.081,0.02,,,,,,,,,2019
Hungary,Central and Eastern Europe,5.62,,,,1.171,1.401,0.732,0.259,0.061,0.022,,,,,,,,,2018
Hungary,Central and Eastern Europe,5.323999882,,,,1.286011934,,0.687763453,0.175863519,0.078401662,0.036636937,,,,,,,,1.716459274,2017
Hungary,Central and Eastern Europe,5.145,,5.234,5.056,1.24142,,0.67608,0.1977,0.099,0.04472,,,,,,,,1.95473,2016
Hungary,Central and Eastern Europe,4.8,0.06107,,,1.12094,,0.75905,0.32112,0.128,0.02758,,,,,,,,1.24074,2015
Kosovo,Central and Eastern Europe,6.372,0.059,6.487,6.257,9.318,0.821,63.813,0.869,0.257,0.917,2.43,0.937,0.807,0.483,0.593,0.356,0.014,3.182,2021
Kosovo,Central and Eastern Europe,6.325200081,0.052216277,6.427544117,6.222856045,9.204429626,0.820726514,63.88555527,0.861535907,0.190933764,0.922328293,1.972316742,0.840481341,1.183962822,0.672709167,0.557280421,0.325286865,0.008559024,2.736902714,2020
Kosovo,Central and Eastern Europe,6.1,,,,0.882,1.232,0.758,0.489,0.262,0.006,,,,,,,,,2019
Kosovo,Central and Eastern Europe,5.662,,,,0.855,1.23,0.578,0.448,0.274,0.023,,,,,,,,,2018
Kosovo,Central and Eastern Europe,5.278999805,,,,0.951484382,,0.54145205,0.260287941,0.319931448,0.057471618,,,,,,,,2.010540724,2017
Kosovo,Central and Eastern Europe,5.401,,5.494,5.308,0.90145,,0.54,0.14396,0.27992,0.06547,,,,,,,,2.80998,2016
Kosovo,Central and Eastern Europe,5.589,0.05018,,,0.80148,,0.63132,0.24749,0.2831,0.04741,,,,,,,,2.76579,2015
Latvia,Central and Eastern Europe,6.032,0.036,6.103,5.961,10.315,0.927,67.1,0.715,-0.162,0.8,2.43,1.285,1.047,0.587,0.405,0.082,0.089,2.536,2021
Latvia,Central and Eastern Europe,5.949999809,0.034838136,6.018282413,5.881717205,10.17531967,0.918288589,66.8074646,0.671237648,-0.186888844,0.795580089,1.972316742,1.14139545,1.414398789,0.777902424,0.329198807,0.075407945,0.090391524,2.121283054,2020
Latvia,Central and Eastern Europe,5.94,,,,1.187,1.465,0.812,0.264,0.075,0.064,,,,,,,,,2019
Latvia,Central and Eastern Europe,5.933,,,,1.148,1.454,0.671,0.363,0.092,0.066,,,,,,,,,2018
Latvia,Central and Eastern Europe,5.849999905,,,,1.260748625,,0.638566971,0.325707912,0.153074786,0.073842727,,,,,,,,1.993655205,2017
Latvia,Central and Eastern Europe,5.56,,5.634,5.486,1.21788,,0.63952,0.27996,0.17445,0.0889,,,,,,,,2.20859,2016
Latvia,Central and Eastern Europe,5.098,0.0464,,,1.11312,,0.72437,0.29671,0.18226,0.06332,,,,,,,,1.62215,2015
Lithuania,Central and Eastern Europe,6.255,0.045,6.344,6.167,10.499,0.935,67.906,0.773,-0.203,0.826,2.43,1.35,1.065,0.612,0.476,0.056,0.073,2.624,2021
Lithuania,Central and Eastern Europe,6.215499878,0.044193108,6.302118301,6.128881454,10.34362602,0.926107109,67.29407501,0.747381449,-0.219725296,0.809583843,1.972316742,1.193559647,1.432865739,0.795421183,0.42046079,0.053691041,0.081350274,2.238146067,2020
Lithuania,Central and Eastern Europe,6.149,,,,1.238,1.515,0.818,0.291,0.043,0.042,,,,,,,,,2019
Lithuania,Central and Eastern Europe,5.952,,,,1.197,1.527,0.716,0.35,0.026,0.006,,,,,,,,,2018
Lithuania,Central and Eastern Europe,5.90199995,,,,1.314582348,,0.62894994,0.234231785,0.010164657,0.011865643,,,,,,,,2.228440523,2017
Lithuania,Central and Eastern Europe,5.813,,5.892,5.734,1.2692,,0.64674,0.18929,0.02025,0.0182,,,,,,,,2.60525,2016
Lithuania,Central and Eastern Europe,5.833,0.03843,,,1.14723,,0.73128,0.21342,0.02641,0.01031,,,,,,,,2.44649,2015
Macedonia,Central and Eastern Europe,5.159800053,0.046761535,5.251452446,5.068147659,9.510591507,0.820392311,67.50442505,0.738840938,-0.019877451,0.897490501,1.972316742,0.935371995,1.183173537,0.802994132,0.410224587,0.18586354,0.024595059,1.617594957,2020
Macedonia,Central and Eastern Europe,5.185,,,,0.959,1.239,0.691,0.394,0.173,0.052,,,,,,,,,2018
Macedonia,Central and Eastern Europe,5.175000191,,,,1.064577937,,0.644948184,0.325905979,0.253760964,0.060277794,,,,,,,,1.617469311,2017
Macedonia,Central and Eastern Europe,5.121,,5.225,5.017,1.0193,,0.64738,0.27668,0.23507,0.07047,,,,,,,,2.08947,2016
Macedonia,Central and Eastern Europe,5.007,0.05376,,,0.91851,,0.73545,0.33457,0.22359,0.05327,,,,,,,,1.73933,2015
Montenegro,Central and Eastern Europe,5.581,0.054,5.686,5.475,9.94,0.858,68.699,0.708,-0.034,0.812,2.43,1.155,0.891,0.637,0.397,0.166,0.081,2.254,2021
Montenegro,Central and Eastern Europe,5.54610014,0.04898582,5.642112255,5.450088024,9.751860619,0.855314612,68.50534821,0.649565637,-0.075600356,0.783121586,1.972316742,1.010150075,1.265657902,0.839028895,0.303223848,0.14901033,0.098435111,1.880565882,2020
Montenegro,Central and Eastern Europe,5.523,,,,1.051,1.361,0.871,0.197,0.142,0.08,,,,,,,,,2019
Montenegro,Central and Eastern Europe,5.347,,,,1.017,1.279,0.729,0.259,0.111,0.081,,,,,,,,,2018
Montenegro,Central and Eastern Europe,5.236999989,,,,1.121129036,,0.667464674,0.194989055,0.197911024,0.088174194,,,,,,,,1.729191542,2017
Montenegro,Central and Eastern Europe,5.161,,5.267,5.055,1.07838,,0.63533,0.15111,0.17191,0.12721,,,,,,,,2.25531,2016
Montenegro,Central and Eastern Europe,5.192,0.05235,,,0.97438,,0.72521,0.1826,0.1614,0.14296,,,,,,,,2.10017,2015
North Macedonia,Central and Eastern Europe,5.101,0.051,5.202,5.001,9.693,0.805,65.474,0.751,0.038,0.905,2.43,1.068,0.772,0.535,0.45,0.212,0.022,2.042,2021
North Macedonia,Central and Eastern Europe,5.274,,,,0.983,1.294,0.838,0.345,0.185,0.034,,,,,,,,,2019
Poland,Central and Eastern Europe,6.166,0.04,6.245,6.087,10.382,0.898,69.702,0.841,-0.165,0.735,2.43,1.309,0.982,0.668,0.558,0.08,0.13,2.438,2021
Poland,Central and Eastern Europe,6.186299801,0.035500165,6.255880356,6.116719246,10.26512432,0.874257445,69.31113434,0.862055779,-0.205084071,0.686927021,1.972316742,1.16922915,1.310399771,0.868038476,0.557903528,0.063374244,0.160541251,2.056797981,2020
Poland,Central and Eastern Europe,6.182,,,,1.206,1.438,0.884,0.483,0.117,0.05,,,,,,,,,2019
Poland,Central and Eastern Europe,6.123,,,,1.176,1.448,0.781,0.546,0.108,0.064,,,,,,,,,2018
Poland,Central and Eastern Europe,5.97300005,,,,1.291787863,,0.699475348,0.520342112,0.158465967,0.059307806,,,,,,,,1.797722816,2017
Poland,Central and Eastern Europe,5.835,,5.921,5.749,1.24585,,0.69058,0.4519,0.14443,0.055,,,,,,,,2.20035,2016
Poland,Central and Eastern Europe,5.791,0.04263,,,1.12555,,0.77903,0.53122,0.16759,0.04212,,,,,,,,1.86565,2015
Romania,Central and Eastern Europe,6.14,0.057,6.253,6.027,10.284,0.832,67.355,0.845,-0.219,0.938,2.43,1.275,0.832,0.595,0.564,0.045,0.001,2.83,2021
Romania,Central and Eastern Europe,6.123700142,0.047432564,6.216668129,6.030732155,10.107584,0.825161517,67.20723724,0.842823207,-0.19781521,0.934300244,1.972316742,1.120401621,1.1944381,0.79229486,0.534852326,0.068181619,0.000829569,2.412749767,2020
Romania,Central and Eastern Europe,6.07,,,,1.162,1.232,0.825,0.462,0.083,0.005,,,,,,,,,2019
Romania,Central and Eastern Europe,5.945,,,,1.116,1.219,0.726,0.528,0.088,0.001,,,,,,,,,2018
Romania,Central and Eastern Europe,5.824999809,,,,1.217683911,,0.685158312,0.457003742,0.133519918,0.004387901,,,,,,,,2.176831484,2017
Romania,Central and Eastern Europe,5.528,,5.629,5.427,1.1697,,0.67602,0.36712,0.12889,0.00679,,,,,,,,2.45184,2016
Romania,Central and Eastern Europe,5.124,0.06607,,,1.04345,,0.7689,0.35068,0.13748,0.00649,,,,,,,,1.93129,2015
Russia,Central and Eastern Europe,5.477,0.033,5.541,5.413,10.189,0.903,64.703,0.718,-0.111,0.845,2.43,1.241,0.992,0.511,0.409,0.115,0.06,2.148,2021
Russia,Central and Eastern Europe,5.546000004,0.039609671,5.623634815,5.468365192,10.12887192,0.903150737,64.10045624,0.729892612,-0.151153743,0.864802599,1.972316742,1.126999617,1.378644109,0.68044591,0.399499595,0.099041916,0.045699362,1.815716743,2020
Russia,Central and Eastern Europe,5.648,,,,1.183,1.452,0.726,0.334,0.082,0.031,,,,,,,,,2019
Russia,Central and Eastern Europe,5.81,,,,1.151,1.479,0.599,0.399,0.065,0.025,,,,,,,,,2018
Russia,Central and Eastern Europe,5.962999821,,,,1.281778097,,0.547349334,0.373783112,0.052263822,0.032962881,,,,,,,,2.205607414,2017
Russia,Central and Eastern Europe,5.856,,5.923,5.789,1.23228,,0.58991,0.32682,0.02736,0.03586,,,,,,,,2.59115,2016
Russia,Central and Eastern Europe,5.716,0.03135,,,1.13764,,0.66926,0.36679,0.00199,0.03005,,,,,,,,2.27394,2015
Serbia,Central and Eastern Europe,6.078,0.053,6.181,5.974,9.787,0.873,68.6,0.778,0.002,0.835,2.43,1.101,0.924,0.634,0.482,0.189,0.066,2.682,2021
Serbia,Central and Eastern Europe,5.77820015,0.050712325,5.877596378,5.678803921,9.680980682,0.881475747,68.21020508,0.726495862,-0.073676221,0.843509018,1.972316742,0.988181829,1.327448964,0.828403294,0.395428419,0.15028289,0.059447147,2.029040098,2020
Serbia,Central and Eastern Europe,5.603,,,,1.004,1.383,0.854,0.282,0.137,0.039,,,,,,,,,2019
Serbia,Central and Eastern Europe,5.398,,,,0.975,1.369,0.685,0.288,0.134,0.043,,,,,,,,,2018
Serbia,Central and Eastern Europe,5.394999981,,,,1.069317579,,0.650784671,0.208715528,0.220125884,0.040903781,,,,,,,,1.947084427,2017
Serbia,Central and Eastern Europe,5.177,,5.271,5.083,1.03437,,0.6458,0.15718,0.20737,0.04339,,,,,,,,2.27539,2016
Serbia,Central and Eastern Europe,5.123,0.04864,,,0.92053,,0.74836,0.20107,0.19231,0.02617,,,,,,,,2.025,2015
Slovakia,Central and Eastern Europe,6.331,0.041,6.411,6.251,10.369,0.936,69.201,0.766,-0.124,0.911,2.43,1.304,1.066,0.653,0.468,0.107,0.018,2.714,2021
Slovakia,Central and Eastern Europe,6.280600071,0.03889757,6.35683918,6.204360962,10.34774971,0.922493756,68.90634155,0.749952674,-0.124409303,0.918096125,1.972316742,1.194837689,1.424331188,0.853465259,0.423542529,0.116729774,0.011291441,2.256422043,2020
Slovakia,Central and Eastern Europe,6.198,,,,1.246,1.504,0.881,0.334,0.121,0.014,,,,,,,,,2019
Slovakia,Central and Eastern Europe,6.173,,,,1.21,1.537,0.776,0.354,0.118,0.014,,,,,,,,,2018
Slovakia,Central and Eastern Europe,6.09800005,,,,1.325393558,,0.712732911,0.295817465,0.136544481,0.024210852,,,,,,,,2.097776651,2017
Slovakia,Central and Eastern Europe,6.078,,6.16,5.996,1.27973,,0.70367,0.23391,0.13837,0.02947,,,,,,,,2.61065,2016
Slovakia,Central and Eastern Europe,5.995,0.04267,,,1.16891,,0.78902,0.31751,0.16893,0.03431,,,,,,,,2.24639,2015
Slovenia,Central and Eastern Europe,6.461,0.043,6.546,6.376,10.529,0.948,71.4,0.949,-0.101,0.806,2.43,1.36,1.093,0.722,0.69,0.122,0.085,2.388,2021
Slovenia,Central and Eastern Europe,6.363399982,0.043841314,6.449328899,6.277471066,10.39232254,0.939575672,71.1029892,0.936142623,-0.080603383,0.817071021,1.972316742,1.208652496,1.464677691,0.932548046,0.646700144,0.145701498,0.076516323,1.888586521,2020
Slovenia,Central and Eastern Europe,6.118,,,,1.258,1.523,0.953,0.564,0.144,0.057,,,,,,,,,2019
Slovenia,Central and Eastern Europe,5.948,,,,1.219,1.506,0.856,0.633,0.16,0.051,,,,,,,,,2018
Slovenia,Central and Eastern Europe,5.757999897,,,,1.341205955,,0.790828228,0.572575808,0.242649093,0.045128979,,,,,,,,1.313317299,2017
Slovenia,Central and Eastern Europe,5.768,,5.853,5.683,1.29947,,0.79151,0.53164,0.25738,0.03635,,,,,,,,1.79522,2016
Slovenia,Central and Eastern Europe,5.848,0.04251,,,1.18498,,0.87337,0.60855,0.25328,0.03787,,,,,,,,1.61583,2015
Tajikistan,Central and Eastern Europe,5.466,0.034,5.532,5.4,8.091,0.86,64.281,0.832,-0.056,0.553,2.43,0.508,0.895,0.498,0.548,0.152,0.247,2.619,2021
Tajikistan,Central and Eastern Europe,5.555699825,0.032321576,5.619050026,5.492349625,8.024810791,0.835297108,64.10459137,0.831383407,-0.025088511,0.592076063,1.972316742,0.474874616,1.218377709,0.680594802,0.521141171,0.182417125,0.221779913,2.25650835,2020
Tajikistan,Central and Eastern Europe,5.467,,,,0.493,1.098,0.718,0.389,0.23,0.144,,,,,,,,,2019
Tajikistan,Central and Eastern Europe,5.199,,,,0.474,1.166,0.598,0.292,0.187,0.034,,,,,,,,,2018
Tajikistan,Central and Eastern Europe,5.040999889,,,,0.524713635,,0.529235125,0.471566707,0.248997644,0.146377146,,,,,,,,1.84904933,2017
Tajikistan,Central and Eastern Europe,4.996,,5.069,4.923,0.48835,,0.53119,0.43408,0.25998,0.13509,,,,,,,,2.39106,2016
Tajikistan,Central and Eastern Europe,4.786,0.03198,,,0.39047,,0.57379,0.47216,0.22974,0.15072,,,,,,,,2.11399,2015
Turkmenistan,Central and Eastern Europe,5.066,0.036,5.136,4.996,9.629,0.983,62.409,0.877,0.273,0.888,2.43,1.046,1.172,0.439,0.602,0.366,0.033,1.409,2021
Turkmenistan,Central and Eastern Europe,5.119100094,0.029379817,5.17668438,5.061515808,9.74803257,0.958966196,62.21170807,0.826457024,0.187671542,0.883691847,1.972316742,1.008963585,1.510476947,0.612448037,0.515236676,0.323129326,0.03350389,1.115337372,2020
Turkmenistan,Central and Eastern Europe,5.247,,,,1.052,1.538,0.657,0.394,0.244,0.028,,,,,,,,,2019
Turkmenistan,Central and Eastern Europe,5.636,,,,1.016,1.533,0.517,0.417,0.199,0.037,,,,,,,,,2018
Turkmenistan,Central and Eastern Europe,5.822000027,,,,1.130776763,,0.43772608,0.418271929,0.249924988,0.25927034,,,,,,,,1.832909822,2017
Turkmenistan,Central and Eastern Europe,5.658,,5.736,5.58,1.08017,,0.44006,0.37408,0.22567,0.28467,,,,,,,,2.21489,2016
Turkmenistan,Central and Eastern Europe,5.548,0.04175,,,0.95847,,0.53886,0.4761,0.16979,0.30844,,,,,,,,1.86984,2015
Armenia,Commonwealth of Independent States,5.283,0.058,5.397,5.168,9.487,0.799,67.055,0.825,-0.168,0.629,2.43,0.996,0.758,0.585,0.54,0.079,0.198,2.127,2021
Armenia,Commonwealth of Independent States,4.676799774,0.058595356,4.791646481,4.561953068,9.100476265,0.757479429,66.75065613,0.712017834,-0.13877961,0.773544788,1.972316742,0.808262408,1.034576893,0.77585727,0.378075808,0.107225738,0.104618184,1.468161583,2020
Armenia,Commonwealth of Independent States,4.559,,,,0.85,1.055,0.815,0.491,0.095,0.064,,,,,,,,,2019
Armenia,Commonwealth of Independent States,4.321,,,,0.816,0.99,0.666,0.26,0.077,0.028,,,,,,,,,2018
Armenia,Commonwealth of Independent States,4.375999928,,,,0.900596738,,0.637524426,0.198303267,0.083488092,0.026674422,,,,,,,,1.521499157,2017
Armenia,Commonwealth of Independent States,4.36,,4.454,4.266,0.86086,,0.64083,0.14037,0.07793,0.03616,,,,,,,,1.97864,2016
Armenia,Commonwealth of Independent States,4.35,0.04763,,,0.76821,,0.7299,0.19847,0.07855,0.039,,,,,,,,1.75873,2015
Azerbaijan,Commonwealth of Independent States,5.171,0.04,5.25,5.091,9.569,0.836,65.656,0.814,-0.223,0.506,2.43,1.025,0.841,0.541,0.526,0.043,0.276,1.919,2021
Azerbaijan,Commonwealth of Independent States,5.164800167,0.034197241,5.231826782,5.097773552,9.687726974,0.819308281,65.50839996,0.786824107,-0.240255281,0.55253756,1.972316742,0.990272701,1.180613041,0.731134057,0.467734724,0.040113214,0.247307181,1.507632971,2020
Azerbaijan,Commonwealth of Independent States,5.208,,,,1.043,1.147,0.769,0.351,0.035,0.182,,,,,,,,,2019
Azerbaijan,Commonwealth of Independent States,5.201,,,,1.024,1.161,0.603,0.43,0.031,0.176,,,,,,,,,2018
Azerbaijan,Commonwealth of Independent States,5.234000206,,,,1.153601766,,0.540775776,0.398155838,0.04526934,0.180987507,,,,,,,,1.762481689,2017
Azerbaijan,Commonwealth of Independent States,5.291,,5.356,5.226,1.12373,,0.54504,0.35327,0.0564,0.17914,,,,,,,,2.2735,2016
Azerbaijan,Commonwealth of Independent States,5.212,0.03363,,,1.02389,,0.64045,0.3703,0.07799,0.16065,,,,,,,,2.00073,2015
Belarus,Commonwealth of Independent States,5.534,0.047,5.625,5.442,9.853,0.91,66.253,0.65,-0.18,0.627,2.43,1.124,1.007,0.56,0.326,0.07,0.199,2.247,2021
Belarus,Commonwealth of Independent States,5.539899826,0.037060037,5.612537384,5.467262268,9.779945374,0.90674746,66.10433197,0.639163077,-0.164926544,0.63571167,1.972316742,1.018854499,1.38713932,0.75258857,0.290755868,0.08993306,0.193607435,1.8069911,2020
Belarus,Commonwealth of Independent States,5.323,,,,1.067,1.465,0.789,0.235,0.094,0.142,,,,,,,,,2019
Belarus,Commonwealth of Independent States,5.483,,,,1.039,1.498,0.7,0.307,0.101,0.154,,,,,,,,,2018
Belarus,Commonwealth of Independent States,5.568999767,,,,1.15655756,,0.637714267,0.295400262,0.155137509,0.156313822,,,,,,,,1.723232985,2017
Belarus,Commonwealth of Independent States,5.802,,5.881,5.723,1.13062,,0.63104,0.29091,0.13942,0.17457,,,,,,,,2.38582,2016
Belarus,Commonwealth of Independent States,5.813,0.03938,,,1.03192,,0.73608,0.37938,0.11046,0.1909,,,,,,,,2.1309,2015
